"","Country","HDI","HDICategory","Age","Gender","Kids","Education","WorkStatus","AnnIncome","Occupation","TenureY","TenureM","CommSize","Marital","Sons","Daughters","DP1","DP2","DP3","DP4","DP5","AIP1","AIP2","AIP3","AIP4","AIP5","AIP6","AIP7","AIP8","AIP9","AIP10","AIP11","AIP12","AIP13","AIP14","AIP15","GP1","GP2","GP3","GP4","GP5","GP6","GP7","GP8","GP9","GP10","GP11","GP12","GP13","GP14","GP15","GP16","GP17","GP18","GP19","GP20","SWLS1","SWLS2","SWLS3","SWLS4","SWLS5","SelfP","OthersP","DPMean","AIPMean","GPMean","SWLSMean"
"3961","United States",0.92,"Very high human development",20,"Male","No","ltuni","part-time",10000,"",0,6,"Medium-Sized","Single",0,0,3,4,5,3,3,1,1,5,3,5,4,5,4,3,4,3,3,4,3,3,5,1,1,4,3,5,4,3,5,1,5,5,2,5,5,5,5,5,5,5,5,4,3,5,4,"yes","yes",3.6,3,3.95,4.2
"3962","United States",0.92,"Very high human development",16,"Male","No","high","student",10000,"",0,4,"Small Town","Single",0,0,4,5,3,4,5,3,2,3,3,5,5,5,4,5,5,3,2,4,3,5,5,5,3,5,5,1,3,4,5,3,1,5,4,3,4,5,5,5,5,5,1,3,1,1,1,"yes","yes",4.2,4,4.05,1.4
"3963","United States",0.92,"Very high human development",22,"Male","No","ltuni","full-time",45000,"",2,0,"Large Town","Single",0,0,2,2,4,3,3,1,3,5,3,3,5,4,3,3,2,4,4,2,3,4,3,4,3,2,4,2,3,3,3,3,3,3,4,4,3,4,4,3,3,4,4,5,5,5,5,"yes","yes",2.8,3,3.25,4.8
"3964","United States",0.92,"Very high human development",20,"Female","No","ltuni","student",15000,"",0,0,"Rural/Country","Single",0,0,1,1,1,4,4,2,2,5,3,3,5,2,4,2,1,4,3,3,1,1,4,2,3,5,1,1,1,2,3,1,5,3,3,2,3,3,3,3,4,5,3,3,5,4,5,"yes","yes",2.2,3,2.85,4
"3965","United States",0.92,"Very high human development",28,"Female","No","ma","part-time",25000,"",3,1,"Small Town","Single",0,0,3,3,3,3,3,3,2,3,4,4,5,4,3,4,4,4,4,5,4,4,5,2,4,5,5,3,4,4,5,3,4,5,5,2,5,5,5,4,5,5,1,3,3,3,1,"yes","yes",3,4,4.25,2.2
"3966","United States",0.92,"Very high human development",16,"Male","No","ltuni","part-time",15000,"",0,8,"Rural/Country","Single",0,0,3,3,4,3,2,1,3,3,2,3,5,4,2,2,3,2,2,4,2,3,3,2,3,4,3,1,2,3,4,1,4,3,1,3,4,5,4,3,3,3,4,4,4,4,5,"yes","no",3,3,2.95,4.2
"3967","United States",0.92,"Very high human development",37,"Female","Yes","deg","full-time",55000,"",4,0,"Village","Separated",0,1,5,5,4,4,4,5,3,3,4,4,5,4,5,4,4,5,4,5,2,5,5,3,4,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,1,2,1,3,1,"yes","yes",4.4,4,4.7,1.6
"3968","United States",0.92,"Very high human development",19,"Male","No","ltuni","part-time",10000,"",0,1,"Village","Single",0,0,4,5,5,5,4,3,4,1,4,5,4,5,4,5,5,3,4,4,4,4,5,4,3,2,4,5,5,4,5,2,3,5,4,4,4,3,2,5,5,4,3,4,4,4,2,"yes","yes",4.6,4,3.9,3.4
"3969","United States",0.92,"Very high human development",55,"Female","No","ma","full-time",87500,"",0,0,"Rural/Country","Widowed",0,0,2,3,2,1,1,2,2,3,4,2,2,1,3,2,3,3,2,2,2,3,3,1,2,4,3,2,3,2,2,3,3,3,5,1,3,3,1,3,3,4,1,1,1,3,1,"no","no",1.8,2,2.7,1.4
"3970","United States",0.92,"Very high human development",24,"Female","No","deg","full-time",15000,"",1,6,"Village","Single",0,0,2,3,3,2,2,1,1,2,1,2,1,1,3,1,1,3,1,4,1,2,3,2,2,1,4,3,3,3,4,1,5,3,1,1,3,4,3,2,3,2,3,3,4,3,4,"yes","no",2.4,2,2.65,3.4
"3971","United States",0.92,"Very high human development",45,"Female","No","ma","part-time",87500,"",1,2,"Village","Married",0,0,3,4,3,2,2,1,1,5,3,3,3,2,3,3,3,5,1,2,1,1,4,2,1,2,3,3,3,3,3,2,3,3,3,2,2,2,3,3,2,4,3,3,2,3,1,"yes","no",2.8,2,2.65,2.4
"3972","United States",0.92,"Very high human development",67,"Female","No","ma","full-time",45000,"",12,3,"Small Town","Widowed",0,0,3,3,2,3,4,3,4,4,4,4,1,3,3,3,3,3,4,2,4,3,4,2,3,4,4,1,3,4,4,2,4,3,3,2,4,4,2,3,4,2,1,2,2,2,1,"yes","yes",3,3,3.1,1.6
"3973","United States",0.92,"Very high human development",55,"Female","Yes","ma","unemployed",45000,"",0,0,"8","Married",1,1,4,4,4,3,3,1,1,5,3,2,2,3,4,2,2,1,3,2,1,3,4,3,4,1,4,2,3,4,4,1,3,3,2,4,3,4,3,3,4,3,3,3,3,2,1,"yes","no",3.6,2,3.1,2.4
"3974","United States",0.92,"Very high human development",19,"Female","No","ltuni","full-time",10000,"",0,3,"Village","Single",0,0,3,5,4,4,4,3,4,4,4,4,2,4,4,4,5,4,3,4,5,4,4,2,3,5,4,4,4,4,5,4,4,4,3,4,4,4,4,4,5,3,2,4,2,2,3,"yes","yes",4,4,3.9,2.6
"3975","United States",0.92,"Very high human development",55,"Female","No","deg","full-time",87500,"",0,6,"Village","Single",0,0,3,3,2,2,2,2,4,4,4,3,4,4,3,3,4,2,4,2,4,2,2,2,2,4,2,3,3,4,2,2,4,3,2,2,4,2,2,2,2,3,3,4,4,5,4,"yes","yes",2.4,3,2.6,4
"3976","United States",0.92,"Very high human development",16,"Male","No","ltuni","student",10000,"",0,6,"Village","Single",0,0,2,2,3,1,1,1,1,4,2,2,1,1,2,2,2,3,3,3,1,1,1,1,2,3,2,2,1,3,2,1,2,2,2,2,2,3,2,2,3,2,4,4,4,4,3,"no","no",1.8,2,2,3.8
"3977","United States",0.92,"Very high human development",55,"Male","Yes","high","full-time",87500,"",0,0,"Small Town","Married",2,0,3,3,2,2,2,1,1,3,3,2,2,3,3,2,2,4,2,3,2,1,1,3,3,5,2,3,3,2,4,2,4,3,2,2,2,4,3,2,3,2,2,2,2,3,1,"yes","no",2.4,2,2.75,2
"3978","United States",0.92,"Very high human development",32,"Female","No","ma","full-time",15000,"",2,0,"Small Town","Single",0,0,5,5,3,1,1,2,2,4,3,4,5,5,1,4,4,3,2,2,3,3,4,2,2,4,4,3,4,4,5,4,4,5,3,3,5,5,4,5,4,3,2,2,2,2,2,"yes","yes",3,3,3.85,2
"3979","United States",0.92,"Very high human development",45,"Female","Yes","phd","full-time",NA,"",0,0,"8","Married",1,0,5,4,1,1,1,1,1,4,2,2,2,1,4,2,3,3,3,4,2,2,2,1,2,5,1,2,2,3,4,1,2,4,2,3,4,4,1,3,2,2,4,4,5,5,4,"yes","no",2.4,2,2.5,4.4
"3980","United States",0.92,"Very high human development",45,"Female","No","phd","part-time",67500,"",9,6,"Large Town","Single",0,0,4,4,4,3,3,1,1,4,2,2,2,2,3,2,3,2,2,2,2,2,3,2,3,2,2,2,3,4,4,2,4,4,1,3,3,3,2,4,3,3,2,3,2,3,2,"yes","no",3.6,2,2.85,2.4
"3981","United States",0.92,"Very high human development",25,"Female","No","deg","full-time",35000,"",2,5,"Small Town","Single",0,0,4,4,5,4,4,1,2,4,3,1,2,2,2,2,3,5,3,3,2,1,3,1,2,4,4,2,3,2,4,1,2,4,1,3,4,5,4,1,3,4,4,4,5,4,4,"yes","yes",4.2,2,2.85,4.2
"3982","United States",0.92,"Very high human development",32,"Female","No","ma","full-time",35000,"",5,10,"Large Town","Single",0,0,3,2,3,2,2,1,1,5,4,2,2,1,2,1,2,2,1,2,1,2,2,1,2,5,2,2,2,2,3,2,2,3,1,3,3,4,4,3,2,4,4,3,4,2,3,"no","no",2.4,2,2.6,3.2
"3983","United States",0.92,"Very high human development",37,"Female","No","phd","full-time",150000,"",0,3,"Village","Married",0,0,1,3,1,1,1,1,1,3,1,1,1,1,3,1,1,3,2,2,1,2,2,2,2,4,3,3,1,4,1,1,4,4,3,3,3,4,3,3,2,4,4,4,5,5,5,"yes","no",1.4,2,2.8,4.6
"3984","United States",0.92,"Very high human development",55,"Female","Yes","ltuni","part-time",55000,"",5,0,"Village","Married",0,3,4,4,4,2,2,1,1,1,2,2,1,1,4,1,4,1,1,1,1,1,3,1,1,1,4,3,3,3,3,1,5,3,1,4,2,1,1,5,4,1,4,4,5,5,5,"yes","no",3.2,2,2.5,4.6
"3985","United States",0.92,"Very high human development",45,"Male","Yes","ma","full-time",45000,"",0,7,"Village","Married",1,1,4,2,4,4,4,3,3,3,4,4,3,5,4,5,5,2,4,5,3,4,3,3,4,5,3,4,5,5,5,5,4,4,2,3,4,5,4,5,5,5,3,4,4,3,2,"yes","yes",3.6,4,4.15,3.2
"3986","United States",0.92,"Very high human development",45,"Male","Yes","deg","full-time",150000,"",0,0,"Small Town","Married",1,1,5,4,4,4,4,3,2,4,4,4,4,5,5,4,5,3,4,3,4,4,5,3,3,4,2,4,4,4,5,3,4,5,4,4,5,4,4,3,4,3,4,4,3,4,3,"yes","yes",4.2,4,3.85,3.6
"3987","United States",0.92,"Very high human development",32,"Male","Yes","deg","full-time",67500,"",2,0,"Small Town","Divorced",0,1,2,3,3,3,3,3,3,3,4,4,4,3,4,3,4,2,3,2,3,5,4,4,4,3,3,3,4,4,4,3,3,4,4,4,4,5,4,3,5,4,2,3,3,3,3,"yes","no",2.8,3,3.8,2.8
"3988","United States",0.92,"Very high human development",45,"Male","No","dip","full-time",45000,"",9,4,"Small Town","Single",0,0,5,5,5,5,5,3,3,5,5,3,1,5,5,3,4,5,3,1,5,5,5,1,5,5,1,1,4,4,4,5,5,3,4,2,3,5,5,5,5,3,1,1,1,1,1,"yes","no",5,4,3.75,1
"3989","United States",0.92,"Very high human development",32,"Female","No","deg","full-time",67500,"",6,7,"Village","Single",0,0,4,1,1,1,1,2,2,2,3,4,1,2,3,3,3,3,4,2,3,4,5,2,2,4,4,3,4,3,4,3,4,5,3,3,4,4,4,5,4,4,3,4,3,3,3,"yes","no",1.6,3,3.7,3.2
"3990","United States",0.92,"Very high human development",24,"Male","No","deg","full-time",45000,"",2,1,"Village","Single",0,0,3,3,4,3,3,4,4,4,3,3,1,4,3,2,3,5,2,4,3,2,4,3,5,5,4,4,4,3,5,4,3,4,5,5,4,5,5,3,4,3,4,4,4,4,4,"yes","yes",3.2,3,4.1,4
"3991","United States",0.92,"Very high human development",37,"Female","Yes","deg","full-time",35000,"",2,10,"Large Town","Married",0,1,2,2,1,1,1,1,1,5,2,1,1,1,2,1,3,2,2,2,1,1,3,1,1,4,3,2,3,2,4,2,4,3,1,2,3,3,1,4,2,4,5,5,4,5,5,"yes","no",1.4,2,2.6,4.8
"3992","United States",0.92,"Very high human development",45,"Male","Yes","ma","full-time",250000,"",1,2,"Village","Married",0,2,3,3,3,2,1,1,2,2,4,3,3,3,3,3,4,1,3,2,3,2,3,1,2,5,2,2,3,3,3,1,4,4,1,3,3,5,2,4,3,2,4,5,3,5,2,"yes","no",2.4,3,2.8,3.8
"3993","United States",0.92,"Very high human development",19,"Male","No","ltuni","student",10000,"",2,3,"Small Town","Single",0,0,4,4,4,2,2,1,2,3,2,3,3,3,2,2,3,4,2,2,2,2,4,2,2,3,3,2,2,3,4,3,3,2,2,2,4,3,4,4,3,2,4,4,5,5,3,"yes","yes",3.2,2,2.85,4.2
"3994","United States",0.92,"Very high human development",32,"Female","No","deg","full-time",35000,"",10,0,"Small Town","Divorced",0,0,4,4,4,2,2,2,2,5,3,2,2,2,2,1,3,4,3,2,2,3,4,1,2,3,3,3,4,3,4,2,4,4,3,2,2,4,4,4,5,3,3,3,5,3,3,"yes","yes",3.2,3,3.2,3.4
"3995","United States",0.92,"Very high human development",22,"Female","No","deg","full-time",15000,"",1,0,"Large Town","Single",0,0,4,4,5,4,4,1,1,3,4,2,1,4,3,2,3,3,3,4,2,1,3,2,5,1,3,3,1,3,2,2,2,4,1,2,3,3,4,3,4,2,1,1,1,2,3,"yes","no",4.2,2,2.65,1.6
"3996","United States",0.92,"Very high human development",45,"Female","Yes","phd","full-time",55000,"",5,0,"Small Town","Single",2,0,3,1,1,1,1,2,3,3,3,3,4,3,3,3,3,2,3,2,3,2,3,2,2,3,3,4,3,3,2,1,3,3,2,3,3,3,3,3,2,3,2,2,2,4,3,"yes","yes",1.4,3,2.7,2.6
"3997","United States",0.92,"Very high human development",28,"Female","Yes","deg","full-time",55000,"",3,0,"Large Town","Married",1,1,3,3,3,3,3,2,3,2,4,2,1,3,4,2,4,4,3,3,4,5,5,4,2,2,4,2,4,4,3,3,4,4,2,3,3,5,5,4,4,3,3,3,3,3,1,"yes","no",3,3,3.5,2.6
"3998","United States",0.92,"Very high human development",32,"Female","No","dip","student",10000,"",0,2,"Village","Single",0,0,4,3,3,3,1,1,3,4,4,3,5,3,2,5,3,3,5,5,3,3,3,1,1,4,4,1,4,2,4,3,4,2,1,3,3,4,3,1,3,3,3,2,3,1,2,"yes","no",2.8,3,2.7,2.2
"3999","United States",0.92,"Very high human development",55,"Female","No","ma","unemployed",NA,"",0,0,"Village","Married",0,0,4,2,3,2,2,2,2,3,2,4,5,4,5,5,4,2,1,2,2,4,4,4,3,1,2,4,4,2,5,1,2,4,3,4,5,3,2,5,4,5,2,4,2,4,2,"yes","yes",2.6,3,3.35,2.8
"4000","United States",0.92,"Very high human development",32,"Female","Yes","ma","full-time",55000,"",0,3,"Large Town","Married",1,0,2,2,3,2,2,1,2,2,3,2,5,4,3,2,4,3,4,2,2,2,2,1,1,3,3,2,3,4,1,2,3,2,1,2,3,4,4,3,4,3,2,4,3,4,2,"yes","yes",2.2,3,2.55,3
"4001","United States",0.92,"Very high human development",19,"Female","No","ltuni","student",10000,"",0,3,"Large-City","Single",0,0,3,3,4,3,3,2,3,4,5,3,4,4,4,3,4,3,4,5,4,4,5,2,3,5,2,3,4,4,5,5,4,4,3,3,4,5,5,4,5,4,3,4,3,4,2,"yes","yes",3.2,4,3.95,3.2
"4002","United States",0.92,"Very high human development",28,"Female","No","ma","student",87500,"",2,6,"Large Town","Married",0,0,3,2,3,2,2,2,4,5,4,2,1,3,3,2,3,4,5,3,4,2,3,1,2,4,4,4,3,2,3,2,3,3,5,2,3,2,2,3,3,3,4,4,4,4,3,"no","no",2.4,3,2.85,3.8
"4003","United States",0.92,"Very high human development",32,"Female","No","deg","full-time",55000,"",2,0,"Village","Married",0,0,4,4,3,3,3,3,3,5,4,4,4,4,4,4,4,4,4,5,4,4,4,3,4,4,3,5,4,4,4,4,4,4,4,2,5,4,4,5,5,5,3,4,3,3,3,"yes","yes",3.4,4,4.05,3.2
"4004","United States",0.92,"Very high human development",45,"Male","Yes","ma","part-time",45000,"",0,6,"Medium-Sized","Married",2,0,4,3,3,2,3,2,2,4,3,3,2,3,3,4,3,3,3,4,2,4,4,2,3,2,2,3,3,3,3,3,4,4,3,3,4,4,4,4,3,4,4,3,3,4,4,"yes","yes",3,3,3.25,3.6
"4005","United States",0.92,"Very high human development",28,"Female","No","ma","full-time",45000,"",1,2,"Large Town","Single",0,0,2,3,2,2,2,3,2,5,5,5,2,2,3,1,4,3,5,3,4,5,5,3,2,4,5,3,3,2,3,3,4,3,4,2,3,5,5,3,4,4,3,4,3,3,3,"yes","no",2.2,3,3.5,3.2
"4006","United States",0.92,"Very high human development",55,"Female","Yes","ma","full-time",67500,"",8,0,"Small Town","Divorced",1,0,1,2,1,2,2,1,3,4,4,4,1,1,4,2,3,3,4,3,4,3,2,2,1,5,1,1,3,2,4,3,2,4,4,2,2,2,2,3,3,3,2,3,2,3,3,"yes","no",1.6,3,2.55,2.6
"4007","United States",0.92,"Very high human development",55,"Male","No","phd","full-time",150000,"",3,9,"Village","Married",0,0,3,3,4,3,3,1,2,3,4,2,3,3,3,3,3,3,3,3,3,3,3,1,2,2,3,4,3,3,3,2,2,3,2,4,3,4,2,4,3,3,3,3,3,5,2,"yes","yes",3.2,3,2.8,3.2
"4008","United States",0.92,"Very high human development",55,"Female","No","ma","full-time",67500,"",0,0,"Large Town","Married",0,0,3,3,3,1,1,1,1,2,3,4,2,1,2,1,2,2,3,1,1,2,1,2,3,2,1,1,1,3,2,1,4,3,3,3,2,2,1,2,2,2,4,5,5,5,5,"no","no",2.2,2,2.05,4.8
"4009","United States",0.92,"Very high human development",28,"Male","No","ltuni","full-time",45000,"",0,4,"Village","Divorced",0,0,4,4,4,4,4,3,2,3,4,4,5,2,3,2,4,4,3,2,2,5,4,2,2,5,2,5,5,4,4,3,4,3,5,3,3,4,3,3,3,3,3,4,3,4,1,"yes","no",4,3,3.5,3
"4010","United States",0.92,"Very high human development",25,"Male","No","ma","student",35000,"",2,11,"Small Town","Single",0,0,4,4,3,2,2,1,1,5,2,1,1,1,1,1,1,2,1,3,1,1,1,3,2,4,4,1,2,4,2,2,1,2,1,2,2,3,3,3,2,2,4,4,3,3,2,"no","no",3,2,2.3,3.2
"4011","United States",0.92,"Very high human development",32,"Female","Yes","ltuni","full-time",35000,"",6,9,"Rural/Country","Separated",4,0,4,4,5,5,4,2,2,2,5,4,5,4,1,4,4,2,1,2,5,4,5,4,1,2,5,2,5,2,5,4,2,5,2,1,2,5,4,1,4,1,4,4,4,4,4,"yes","no",4.4,3,3.1,4
"4012","United States",0.92,"Very high human development",45,"Female","Yes","ltuni","full-time",35000,"",12,4,"Rural/Country","Divorced",4,1,3,3,4,1,1,2,2,5,2,4,3,4,4,1,3,3,3,3,5,1,3,1,2,1,4,2,4,2,3,4,3,4,5,5,3,5,5,2,2,2,5,5,4,3,5,"yes","yes",2.4,3,3.1,4.4
"4013","United States",0.92,"Very high human development",32,"Male","No","ma","full-time",87500,"",1,0,"Large Town","Married",0,0,2,3,3,2,2,1,2,4,3,2,1,2,2,2,3,3,3,2,2,2,3,2,3,2,2,4,2,3,3,3,4,3,2,4,2,4,3,2,2,2,4,4,4,4,2,"no","no",2.4,2,2.75,3.6
"4014","United States",0.92,"Very high human development",23,"Female","No","deg","full-time",35000,"",1,0,"Village","Single",0,0,2,3,4,2,2,2,2,3,3,3,3,5,4,2,3,3,4,3,4,3,3,2,3,3,4,2,2,4,4,3,2,4,3,3,3,3,3,3,3,3,3,4,4,4,4,"yes","yes",2.6,3,3,3.8
"4015","United States",0.92,"Very high human development",55,"Male","No","ma","full-time",NA,"",8,0,"Small Town","Married",0,0,5,3,3,4,4,1,1,2,3,5,5,3,2,4,4,4,4,1,1,1,5,1,5,2,3,1,2,3,5,1,5,4,1,1,3,1,1,4,3,4,4,3,4,4,5,"yes","yes",3.8,3,2.75,4
"4016","United States",0.92,"Very high human development",28,"Female","No","ma","full-time",45000,"",1,5,"Village","Married",0,0,3,3,3,2,2,2,2,2,3,2,3,2,4,2,3,2,3,4,2,2,2,2,3,2,2,4,3,3,3,2,3,3,2,2,3,3,3,2,3,2,3,4,3,3,4,"yes","no",2.6,3,2.6,3.4
"4017","United States",0.92,"Very high human development",45,"Male","No","","full-time",NA,"",8,0,"Small Town","Married",0,0,2,2,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"yes","no",2.4,3,3,3
"4018","United States",0.92,"Very high human development",55,"Female","Yes","dip","student",NA,"",8,0,"Small Town","Married",1,2,1,4,1,1,1,4,3,3,3,3,4,4,3,2,4,3,4,5,4,4,4,5,2,1,4,2,4,2,4,4,4,4,4,4,3,2,2,3,3,3,1,1,1,2,1,"yes","yes",1.6,4,3.2,1.2
"4019","United States",0.92,"Very high human development",28,"Male","No","phd","student",NA,"",0,0,"Village","Single",0,0,3,3,4,3,3,4,4,5,5,5,5,4,5,4,5,4,4,5,4,5,5,3,4,4,3,4,4,3,5,4,4,4,4,4,5,5,4,4,5,5,3,3,3,4,3,"yes","yes",3.2,5,4.15,3.2
"4020","United States",0.92,"Very high human development",37,"Male","No","deg","full-time",150000,"",10,2,"Village","Married",0,0,3,3,3,2,2,1,1,4,2,3,1,2,3,2,4,4,2,2,1,1,3,4,4,5,3,4,4,4,4,4,3,4,4,4,4,5,3,5,4,4,3,3,3,4,2,"yes","yes",2.6,2,3.95,3
"4021","United States",0.92,"Very high human development",45,"Female","Yes","dip","student",25000,"",0,0,"Village","Married",2,2,5,4,3,3,3,2,2,2,3,5,5,4,3,4,4,4,2,2,2,5,5,3,2,4,3,3,5,3,5,4,2,4,2,2,3,4,2,5,4,4,5,4,4,4,3,"yes","yes",3.6,3,3.45,4
"4022","United States",0.92,"Very high human development",67,"Female","Yes","","full-time",150000,"",NA,0,"Village","Married",1,1,4,2,4,2,2,1,2,1,3,1,1,1,1,1,3,1,1,2,2,1,1,1,1,4,1,3,1,1,2,1,2,3,2,2,1,2,1,2,2,1,4,4,4,5,4,"no","no",2.8,1,1.7,4.2
"4023","United States",0.92,"Very high human development",45,"Male","No","ltuni","full-time",87500,"",0,6,"Medium-Sized","Divorced",0,0,3,3,4,2,2,1,2,3,3,2,1,3,4,2,3,3,3,5,2,3,3,1,3,4,3,3,3,4,4,3,4,4,3,4,4,4,4,4,4,3,2,3,2,3,1,"yes","yes",2.8,3,3.45,2.2
"4024","United States",0.92,"Very high human development",55,"Male","Yes","deg","full-time",250000,"",NA,5,"Village","Married",1,1,3,3,3,2,2,4,3,5,4,2,2,3,3,2,3,4,4,4,4,5,4,2,3,3,3,3,4,4,2,3,3,3,4,4,4,4,3,5,4,4,3,3,3,3,2,"yes","no",2.6,3,3.45,2.8
"4025","United States",0.92,"Very high human development",55,"Male","Yes","ma","full-time",150000,"",2,4,"Small Town","Married",0,1,4,3,3,2,2,1,1,5,3,1,1,3,3,2,4,2,3,5,2,1,3,2,4,2,1,3,2,4,4,2,4,4,2,4,3,3,3,3,3,4,3,5,1,3,2,"yes","no",2.8,2,3,2.8
"4026","United States",0.92,"Very high human development",28,"Male","No","phd","student",NA,"",0,0,"Small Town","Single",0,0,4,4,4,4,4,4,3,5,4,5,4,5,5,4,4,4,4,4,4,4,2,3,4,4,4,4,4,3,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,"yes","no",4,4,3.65,3.8
"4027","United States",0.92,"Very high human development",55,"Female","Yes","high","full-time",35000,"",2,1,"Rural/Country","Single",0,1,3,4,3,3,3,2,3,5,5,3,4,5,3,4,5,5,5,3,4,3,5,1,5,2,1,3,3,4,3,3,5,4,1,3,4,4,2,5,5,4,2,2,2,2,2,"yes","yes",3.2,4,3.35,2
"4028","United States",0.92,"Very high human development",45,"Female","Yes","deg","full-time",45000,"",7,0,"Large Town","Single",1,2,4,3,4,4,3,1,2,2,3,3,4,3,3,2,3,2,3,2,3,3,3,3,4,4,2,3,4,4,3,3,4,3,2,4,4,4,3,4,5,4,3,2,3,4,2,"yes","no",3.6,3,3.5,2.8
"4029","United States",0.92,"Very high human development",25,"Female","No","ma","student",10000,"",1,0,"Small Town","Single",0,0,4,3,1,1,1,1,2,3,4,1,1,2,3,1,4,2,3,1,3,3,5,1,2,5,3,3,2,2,4,4,5,3,2,3,4,5,4,3,4,3,4,4,4,5,2,"yes","no",2,2,3.35,3.8
"4030","United States",0.92,"Very high human development",24,"Female","No","deg","full-time",25000,"",1,10,"Rural/Country","Single",0,0,3,4,2,3,3,3,4,2,4,4,3,4,4,4,5,5,5,5,4,5,4,3,4,4,4,5,4,4,4,4,4,5,4,4,4,4,4,4,4,4,5,4,4,5,5,"yes","yes",3,4,4.05,4.6
"4031","United States",0.92,"Very high human development",24,"Female","No","ltuni","student",15000,"",0,0,"Large Town","Single",0,0,4,5,4,3,3,1,1,4,3,2,2,3,4,1,4,2,2,2,2,3,4,1,3,5,2,3,4,3,4,2,4,4,2,2,4,5,5,4,3,4,2,3,2,2,2,"yes","yes",3.8,2,3.4,2.2
"4032","United States",0.92,"Very high human development",28,"Female","No","deg","unemployed",67500,"",7,0,"Village","Single",0,0,3,3,2,1,1,1,1,1,3,2,4,2,2,1,4,2,2,2,2,2,3,1,1,4,3,4,2,3,3,4,3,3,1,1,2,3,2,3,4,3,5,5,5,5,4,"no","no",2,2,2.65,4.8
"4033","United States",0.92,"Very high human development",37,"Female","Yes","deg","part-time",55000,"",6,6,"Small Town","Married",2,1,3,3,4,3,3,1,1,1,3,3,1,3,4,2,3,4,3,3,3,3,3,3,3,4,4,5,4,4,5,3,4,3,1,3,4,3,3,4,5,4,3,4,3,3,2,"yes","yes",3.2,3,3.6,3
"4034","United States",0.92,"Very high human development",45,"Female","Yes","ltuni","student",10000,"",2,0,"Medium-Sized","Divorced",1,1,1,2,1,1,1,3,1,3,3,3,3,2,3,3,5,3,3,2,2,3,3,1,2,2,1,2,1,2,1,2,4,3,3,1,3,3,3,2,3,2,3,2,2,3,1,"yes","no",1.2,3,2.2,2.2
"4035","United States",0.92,"Very high human development",32,"Male","No","deg","full-time",55000,"",3,0,"Village","Single",0,0,4,3,1,1,1,1,3,4,4,2,5,3,3,1,3,3,4,4,3,3,3,1,2,5,1,2,3,2,4,4,2,4,2,2,3,4,2,4,4,3,2,2,2,2,2,"yes","no",2,3,2.85,2
"4036","United States",0.92,"Very high human development",32,"Male","Yes","ma","full-time",35000,"",3,0,"Large Town","Single",0,1,4,3,4,4,4,3,4,3,4,4,3,4,4,4,4,4,4,3,4,4,4,3,4,4,4,2,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,2,3,3,2,"yes","yes",3.8,4,3.8,2.6
"4037","United States",0.92,"Very high human development",55,"Female","Yes","phd","full-time",55000,"",14,0,"Small Town","Married",1,1,2,4,2,3,3,3,3,5,4,4,5,4,3,4,4,4,4,3,3,4,4,2,2,3,4,2,4,3,3,3,4,3,2,2,3,4,4,4,4,3,3,3,4,4,4,"yes","yes",2.8,4,3.15,3.6
"4038","United States",0.92,"Very high human development",55,"Female","Yes","deg","full-time",55000,"",0,0,"Small Town","Single",1,2,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,4,5,5,5,5,5,4,4,5,4,3,5,5,5,4,5,5,4,4,5,5,5,5,5,5,2,2,2,2,1,"yes","yes",5,5,4.6,1.8
"4039","United States",0.92,"Very high human development",55,"Male","No","dip","unemployed",10000,"",8,0,"Rural/Country","Single",0,0,5,5,4,5,5,4,1,2,2,1,5,4,4,4,5,3,1,3,2,5,5,1,1,1,5,5,5,4,5,1,2,5,5,4,4,5,5,5,5,5,3,3,4,3,3,"yes","yes",4.8,3,3.9,3.2
"4040","United States",0.92,"Very high human development",67,"Male","No","deg","full-time",150000,"",0,0,"Large Town","Married",0,0,4,4,4,2,2,1,1,5,4,2,1,3,2,4,4,4,2,2,2,3,4,2,4,3,2,4,3,3,4,3,4,4,2,3,3,4,4,3,2,4,4,4,4,4,4,"no","no",3.2,3,3.25,4
"4041","United States",0.92,"Very high human development",21,"Female","No","ltuni","student",10000,"",3,0,"Village","Single",0,0,2,2,2,1,1,2,2,2,2,1,2,1,2,1,2,3,3,2,2,1,3,2,3,5,2,4,2,4,3,2,4,3,4,2,5,5,3,4,4,4,4,4,5,5,5,"yes","yes",1.6,2,3.4,4.6
"4042","United States",0.92,"Very high human development",19,"Male","No","high","unemployed",10000,"",0,0,"Village","Single",0,0,4,5,5,5,5,2,1,3,1,1,1,4,1,1,3,5,2,4,1,3,5,1,3,1,4,2,5,5,5,1,1,4,1,5,4,1,4,4,5,5,3,3,1,1,1,"yes","yes",4.8,2,3.3,1.8
