"","Age","Gender","Kids","Education","WorkStatus","AnnIncome","Occupation","TenureY","TenureM","CommSize","Country","Marital","Sons","Daughters","DP1","DP2","DP3","DP4","DP5","AIP1","AIP2","AIP3","AIP4","AIP5","AIP6","AIP7","AIP8","AIP9","AIP10","AIP11","AIP12","AIP13","AIP14","AIP15","GP1","GP2","GP3","GP4","GP5","GP6","GP7","GP8","GP9","GP10","GP11","GP12","GP13","GP14","GP15","GP16","GP17","GP18","GP19","GP20","SWLS1","SWLS2","SWLS3","SWLS4","SWLS5","SelfP","OthersP","DPMean","AIPMean","GPMean","SWLSMean"
"3813",55,"Female","Yes","dip","unemployed",250000,"",0,0,"Medium-Sized","United States","Married",1,2,2,2,3,2,1,2,2,3,3,3,2,2,2,2,2,1,3,1,3,2,2,1,1,5,1,1,4,3,2,3,2,3,3,3,2,2,1,3,3,2,4,4,4,5,4,"no","",2,2,2.35,4.2
"3814",28,"Female","No","phd","unemployed",35000,"",1,0,"Small Town","United States","Married",0,0,2,3,1,1,1,1,2,4,3,4,4,4,4,4,5,2,2,3,3,3,3,1,1,3,3,3,1,1,4,3,2,3,1,3,5,3,1,4,3,5,3,2,2,3,3,"yes","no",1.6,3,2.65,2.6
"3815",28,"Female","No","deg","full-time",150000,"",0,4,"Village","United States","Single",0,0,2,3,2,1,1,4,2,5,3,2,3,3,3,2,3,4,3,5,2,4,4,4,4,4,3,4,4,2,3,3,4,3,4,4,3,4,4,4,3,4,3,4,4,4,4,"yes","no",1.8,3,3.6,3.8
"3816",16,"Female","No","high","part-time",NA,"",0,5,"Village","United States","Single",0,0,4,4,3,4,3,2,2,4,5,5,5,5,5,5,5,2,1,4,1,5,5,3,4,4,4,3,5,2,5,5,4,5,3,4,5,5,5,2,5,5,3,3,2,2,1,"yes","yes",3.6,4,4.15,2.2
"3817",37,"Male","Yes","ma","part-time",150000,"",10,0,"Village","United States","Married",1,1,4,4,4,3,3,2,2,4,4,5,5,5,5,5,5,2,4,5,5,4,5,1,5,3,5,3,3,5,5,5,1,5,3,3,5,5,5,5,5,5,1,5,2,5,3,"yes","yes",3.6,4,4.1,3.2
"3818",32,"Male","No","phd","full-time",250000,"",8,0,"Village","United States","Single",0,0,5,4,4,4,4,2,4,5,5,4,3,5,4,4,5,5,5,4,4,5,4,4,5,4,4,4,5,4,5,5,5,5,2,5,4,5,5,4,5,4,4,4,4,5,5,"yes","yes",4.2,4,4.4,4.4
"3819",37,"Female","No","ltuni","unemployed",10000,"",0,0,"Small Town","United States","Married",0,0,5,5,5,5,5,2,2,5,4,4,2,3,3,4,5,4,2,4,2,4,5,3,5,5,4,4,4,5,5,2,2,5,4,4,5,5,4,5,5,5,1,1,1,1,1,"yes","yes",5,3,4.3,1
"3820",37,"Male","Yes","ma","part-time",10000,"",3,7,"Village","United States","Married",1,0,4,4,4,4,4,3,1,5,1,5,4,4,4,5,4,2,2,4,1,4,5,3,3,4,4,4,4,4,4,1,1,4,3,5,5,3,3,5,5,5,2,3,2,2,2,"yes","yes",4,3,3.75,2.2
"3821",NA,"Female","No","ma","full-time",55000,"",12,0,"Village","United States","Single",0,0,2,4,2,3,3,2,1,2,2,2,1,2,2,1,3,4,1,3,2,4,2,2,2,4,4,3,2,3,3,2,3,3,3,4,2,4,4,2,3,2,2,3,3,5,3,"yes","no",2.8,2,2.85,3.2
"3822",55,"Female","Yes","ma","part-time",25000,"",10,0,"Small Town","United States","Married",0,1,3,5,3,1,1,1,4,5,5,5,5,5,3,5,5,1,5,1,4,3,5,2,2,2,3,3,4,3,5,3,3,5,2,3,4,3,1,5,4,3,3,5,2,2,2,"yes","yes",2.6,4,3.25,2.8
"3823",37,"Male","No","ma","full-time",150000,"",2,0,"Village","United States","Married",0,0,5,5,5,4,4,4,5,3,4,1,4,5,5,5,4,5,5,5,1,2,4,4,4,4,4,4,4,5,1,4,4,4,4,4,5,1,4,4,5,4,2,2,1,4,2,"yes","yes",4.6,4,3.85,2.2
"3824",32,"Female","No","phd","full-time",45000,"",0,6,"Small Town","United States","Single",0,0,5,5,5,4,4,1,2,3,5,4,4,5,5,3,5,5,5,5,5,3,5,4,4,5,5,5,5,4,5,5,5,5,1,3,5,5,5,4,5,3,3,2,3,2,2,"yes","yes",4.6,4,4.4,2.4
"3825",32,"Female","No","deg","full-time",87500,"",13,0,"Large Town","United States","Divorced",0,0,4,3,3,2,2,2,3,3,4,3,4,5,5,4,4,3,5,5,4,4,5,2,3,3,3,3,4,2,5,3,4,5,1,2,4,4,4,3,3,2,3,4,3,3,3,"yes","yes",2.8,4,3.25,3.2
"3826",37,"Female","No","phd","part-time",45000,"",4,0,"Small Town","United States","Married",0,0,3,3,3,3,4,1,1,4,2,3,2,2,5,4,2,3,2,3,1,3,2,2,4,4,2,3,4,4,4,1,2,4,1,3,5,3,2,4,4,5,2,3,2,2,4,"yes","no",3.2,3,3.15,2.6
"3827",45,"Female","No","ma","full-time",55000,"",6,0,"Large Town","United States","Divorced",0,0,4,4,3,2,2,2,2,3,3,5,1,3,5,3,4,3,4,5,2,3,3,2,2,1,5,1,5,3,4,2,3,4,3,3,4,4,3,5,5,4,3,3,4,3,2,"yes","yes",3,3,3.3,3
"3828",45,"Female","Yes","deg","full-time",150000,"",3,0,"Village","United States","Married",1,1,3,3,3,2,2,1,1,3,3,2,3,2,3,2,5,2,2,1,2,3,5,1,2,3,5,5,4,3,4,1,4,4,5,2,4,5,5,4,3,4,3,4,4,4,2,"yes","no",2.6,2,3.65,3.4
"3829",45,"Female","Yes","ltuni","part-time",67500,"",8,0,"Village","United States","Married",1,0,4,4,4,4,4,1,1,5,1,1,2,3,3,1,1,2,1,1,1,3,4,1,1,3,1,1,4,2,4,1,4,4,1,1,3,1,1,4,4,5,3,3,3,4,4,"yes","no",4,2,2.5,3.4
"3830",37,"Male","No","phd","full-time",67500,"",5,0,"Large-City","United States","Married",0,0,4,4,3,3,3,1,1,2,2,3,1,2,3,3,3,3,1,2,1,2,4,1,3,3,1,3,3,3,3,2,2,4,1,3,3,4,3,3,3,3,4,4,3,4,3,"yes","no",3.4,2,2.75,3.6
"3831",55,"Male","Yes","ma","part-time",10000,"",2,0,"Small Town","United States","Married",1,1,3,3,2,2,3,2,1,2,1,3,3,2,3,2,3,2,1,3,1,2,3,2,3,2,2,3,2,4,4,2,4,4,3,3,5,4,2,4,3,4,3,3,3,2,2,"yes","no",2.6,2,3.15,2.6
"3832",32,"Female","No","ma","part-time",45000,"",1,3,"Village","United States","Married",0,0,2,2,1,2,2,2,3,2,4,3,2,3,3,3,3,2,5,2,4,3,3,2,3,4,3,2,4,3,4,2,4,3,3,4,4,4,2,3,3,3,3,4,3,4,3,"yes","yes",1.8,3,3.15,3.4
"3833",28,"Female","No","deg","full-time",55000,"",2,0,"Small Town","United States","Single",0,0,3,3,1,1,1,1,1,5,2,1,3,4,3,1,2,3,2,3,1,1,5,1,2,5,4,2,3,2,4,1,2,5,3,2,5,5,5,3,4,4,4,4,4,3,2,"yes","yes",1.8,2,3.35,3.4
"3834",32,"Male","Yes","ma","student",10000,"",13,0,"Village","United States","Married",0,2,5,5,3,2,2,2,4,5,4,5,2,5,5,5,5,3,4,3,5,2,5,3,3,4,3,3,5,4,5,5,1,4,4,4,5,4,4,4,4,4,4,4,4,4,3,"yes","yes",3.4,4,3.9,3.8
"3835",37,"Female","No","phd","full-time",150000,"",2,0,"Village","United States","Single",0,0,4,3,2,2,2,1,2,3,3,5,1,2,4,4,4,5,3,3,2,4,5,3,2,3,4,3,5,2,4,2,2,5,3,4,4,4,3,4,5,5,1,2,2,2,1,"yes","no",2.6,3,3.6,1.6
"3836",45,"Female","Yes","deg","retired",250000,"",0,0,"Small Town","United States","Married",2,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,3,1,1,2,3,2,2,1,3,1,4,2,2,2,3,3,2,4,2,3,4,4,4,4,3,"no","no",1.2,1,2.3,3.8
"3837",28,"Male","No","deg","student",15000,"",2,0,"Medium-Sized","United States","Single",0,0,3,3,3,1,1,1,1,5,1,2,2,2,2,1,3,5,1,1,1,2,3,1,1,1,1,2,3,2,5,1,1,5,3,2,1,2,1,5,5,5,1,1,1,3,1,"yes","no",2.2,2,2.5,1.4
"3838",45,"Female","No","ma","full-time",55000,"",10,7,"Small Town","United States","Single",0,0,4,3,3,2,2,1,1,2,2,3,3,1,3,2,2,3,2,3,2,3,3,2,2,4,1,5,3,3,4,1,2,4,3,2,3,3,2,4,3,4,4,4,5,4,3,"yes","no",2.8,2,2.9,4
"3839",67,"Male","Yes","phd","full-time",250000,"",12,0,"Small Town","United States","Married",0,2,3,3,3,2,2,1,2,3,3,2,1,2,3,2,2,2,3,3,2,2,3,1,3,1,1,2,3,3,3,1,2,3,2,3,3,4,2,3,2,3,3,3,3,3,3,"no","no",2.6,2,2.4,3
"3840",45,"Male","Yes","ma","full-time",87500,"",0,0,"Village","United States","Married",0,2,3,3,2,2,2,3,3,5,4,3,2,4,4,4,4,2,3,1,3,4,4,2,2,3,2,3,4,2,4,4,3,4,3,3,4,2,3,4,3,4,3,4,3,3,2,"yes","yes",2.4,3,3.15,3
"3841",37,"Male","No","ma","full-time",87500,"",3,0,"Small Town","United States","Single",0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,"no","no",1,1,1,3
"3842",55,"Female","Yes","ma","full-time",25000,"",2,0,"Large Town","United States","Married",0,2,4,4,4,3,3,4,2,3,3,4,2,3,4,4,4,4,2,4,3,3,3,3,4,2,4,2,4,3,3,3,3,4,4,4,4,5,3,4,3,2,3,2,3,4,4,"yes","no",3.6,3,3.35,3.2
"3843",55,"Female","Yes","deg","unemployed",87500,"",1,11,"Village","United States","Divorced",0,1,3,3,3,2,2,2,2,4,3,3,2,3,4,3,3,4,4,3,2,3,3,3,2,5,3,3,2,4,3,2,3,3,2,3,4,3,2,5,4,4,1,1,1,2,1,"yes","yes",2.6,3,3.15,1.2
"3844",32,"Male","Yes","deg","full-time",87500,"",13,0,"Small Town","United States","Married",0,1,5,5,4,3,3,5,4,5,2,5,1,5,5,1,4,5,4,5,3,5,5,4,3,3,5,4,5,3,5,2,3,5,5,4,4,3,3,4,4,4,4,5,5,5,4,"yes","yes",4,4,3.9,4.6
"3845",21,"Female","No","ltuni","student",10000,"",0,0,"Small Town","United States","Single",0,0,4,2,2,1,1,1,1,3,3,2,4,4,5,2,4,1,2,2,2,3,4,2,1,1,1,2,2,3,3,2,2,4,1,2,4,3,2,3,3,3,4,4,5,5,5,"yes","yes",2,3,2.4,4.6
"3846",45,"Female","No","ma","full-time",55000,"",8,0,"Large Town","United States","Married",0,0,2,1,3,2,2,1,1,5,1,2,1,1,2,1,2,1,1,4,1,1,4,1,1,1,2,2,4,2,4,1,1,4,1,2,3,1,1,4,5,2,3,4,3,3,1,"yes","yes",2,2,2.3,2.8
"3847",55,"Male","Yes","phd","full-time",55000,"",0,0,"Large Town","United States","Married",2,0,3,4,4,3,3,5,3,4,4,4,3,3,4,3,4,5,3,4,3,4,4,2,4,4,3,4,4,4,4,4,4,4,4,5,4,4,4,5,4,5,1,1,2,2,1,"yes","yes",3.4,4,4,1.4
"3848",28,"Female","No","ma","student",25000,"",3,0,"Village","United States","Single",0,0,3,4,4,2,2,4,5,5,5,3,3,5,5,4,5,5,5,5,5,5,5,5,3,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,3,3,4,5,5,"yes","yes",3,5,4.8,4
"3849",37,"Male","No","ltuni","full-time",45000,"",8,6,"Large Town","United States","Single",0,0,3,4,4,4,4,3,4,3,4,5,4,4,4,5,5,3,4,4,4,5,4,4,3,3,3,4,4,3,5,4,4,3,3,4,4,4,3,3,5,4,2,2,2,2,1,"yes","yes",3.8,4,3.7,1.8
"3850",32,"Female","No","ma","full-time",55000,"",1,4,"Village","United States","Single",0,0,4,4,4,3,3,1,2,2,5,3,4,4,4,3,4,1,4,3,4,4,4,2,4,5,3,3,4,3,4,4,4,4,1,2,3,3,3,2,3,2,4,4,4,3,3,"yes","no",3.6,3,3.15,3.6
"3851",45,"Female","Yes","dip","full-time",55000,"",0,0,"Village","United States","Married",0,2,3,3,2,1,1,1,2,2,2,1,2,1,1,5,2,4,4,4,2,3,2,2,1,4,4,5,3,2,4,2,2,1,4,1,3,4,3,4,2,1,4,4,5,5,2,"no","no",2,2,2.7,4
"3852",32,"Female","No","phd","full-time",55000,"",0,1,"Village","United States","Married",0,0,5,4,4,3,3,2,3,1,5,5,5,5,4,5,5,2,4,2,5,4,5,4,2,1,4,2,2,3,4,5,2,5,4,2,5,5,4,4,4,5,3,3,2,3,4,"yes","yes",3.8,4,3.6,3
"3853",45,"Female","No","ma","part-time",67500,"",0,0,"Village","United States","Married",0,0,4,5,5,5,5,2,1,2,1,2,1,4,5,3,3,3,1,2,1,3,4,1,1,4,3,4,5,4,5,3,4,5,1,2,4,3,3,5,5,5,5,5,5,5,5,"yes","yes",4.8,2,3.55,5
"3854",19,"Female","No","ltuni","student",10000,"",2,0,"Large Town","United States","Single",0,0,5,5,5,5,5,1,2,3,4,2,1,5,5,2,5,5,3,5,1,4,5,1,1,3,5,2,5,5,5,5,5,5,3,3,5,4,5,5,5,5,4,5,4,4,4,"yes","yes",5,3,4.1,4.2
"3855",20,"Male","No","ltuni","full-time",35000,"",0,9,"Small Town","United States","Single",0,0,3,3,2,2,2,2,2,2,3,3,4,3,3,1,2,4,3,3,3,3,5,1,4,3,3,2,4,3,4,2,4,2,3,3,4,2,4,3,5,4,4,4,4,4,2,"yes","yes",2.4,3,3.25,3.6
"3856",37,"Female","No","deg","full-time",35000,"",5,4,"Village","United States","Widowed",0,0,3,5,2,2,2,1,3,1,3,4,4,4,4,3,4,4,3,4,4,5,5,3,3,5,3,5,5,2,5,2,5,5,2,3,4,5,3,5,4,5,3,3,3,4,2,"yes","yes",2.8,3,3.95,3
"3857",45,"Male","Yes","dip","full-time",35000,"",12,0,"Village","United States","Married",2,0,4,4,3,2,2,3,1,4,4,3,4,4,4,2,4,1,1,3,2,4,5,1,2,4,3,2,4,3,5,4,5,5,3,3,3,5,4,4,4,4,4,3,3,4,3,"yes","yes",3,3,3.65,3.4
"3858",55,"Male","Yes","ma","full-time",87500,"",0,0,"Village","United States","Single",0,2,3,3,3,2,1,2,2,4,2,2,2,2,3,1,3,1,3,2,2,2,2,2,1,2,1,1,2,2,3,2,2,3,3,3,4,4,3,2,1,2,4,4,4,4,3,"no","no",2.4,2,2.25,3.8
"3859",21,"Female","No","ltuni","student",25000,"",0,4,"Village","United States","Single",0,0,4,4,4,4,4,4,1,3,3,2,4,3,2,2,4,4,2,4,4,4,4,4,4,4,2,5,2,5,2,2,4,3,4,4,1,4,3,4,4,4,2,3,3,3,3,"yes","yes",4,3,3.45,2.8
"3860",55,"Female","No","deg","full-time",87500,"",0,0,"Medium-Sized","United States","Widowed",0,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,2,3,2,1,1,2,1,1,1,1,5,3,5,1,1,3,2,1,1,1,2,1,3,3,1,5,4,4,5,4,"no","no",1.4,1,1.95,4.4
"3861",16,"Female","No","lthigh","student",10000,"",NA,0,"Small Town","United States","Single",0,0,4,4,4,2,3,2,4,5,5,3,1,4,4,2,4,3,5,4,4,4,4,3,3,5,3,3,3,4,5,3,4,4,3,3,4,5,3,3,4,4,4,4,4,4,3,"yes","yes",3.4,4,3.65,3.8
"3862",55,"Male","Yes","ma","full-time",55000,"",5,0,"Large Town","United States","Married",1,1,3,3,4,1,1,1,1,5,1,1,1,2,2,1,1,3,2,2,3,3,2,1,5,2,1,1,3,4,4,1,2,3,4,3,3,4,4,2,2,2,4,4,4,4,3,"no","no",2.4,2,2.65,3.8
"3863",55,"Male","Yes","deg","full-time",87500,"",0,0,"Large Town","United States","Married",2,0,3,4,4,3,3,4,2,3,3,4,5,4,5,3,4,4,4,3,4,4,3,2,4,3,4,4,3,4,4,3,4,4,3,3,4,3,2,4,3,4,2,2,3,4,1,"yes","yes",3.4,4,3.4,2.4
"3864",45,"Female","No","ma","full-time",NA,"",12,0,"Large Town","United States","Married",0,0,3,2,2,1,5,1,1,5,4,2,1,1,3,1,4,1,3,4,1,1,4,1,1,1,2,2,3,4,2,3,5,3,3,3,4,3,3,4,4,3,4,4,4,3,4,"no","no",2.6,2,2.9,3.8
"3865",55,"Female","No","ma","full-time",55000,"",0,0,"Village","United States","Married",0,0,3,3,2,2,2,2,2,2,3,4,5,4,3,3,3,2,3,3,2,3,3,2,3,2,4,2,3,2,3,2,3,3,3,2,3,3,2,4,3,3,4,4,4,4,4,"yes","yes",2.4,3,2.75,4
"3866",37,"Female","No","phd","part-time",87500,"",5,3,"Medium-Sized","United States","Married",0,0,1,3,1,1,1,2,1,5,3,2,1,2,2,1,2,3,3,2,2,2,1,1,2,3,3,1,3,3,2,1,3,3,4,2,3,5,1,3,2,5,3,5,4,5,3,"yes","no",1.4,2,2.55,4
"3867",37,"Male","No","ma","full-time",150000,"",10,0,"Village","United States","Married",0,0,3,2,4,2,2,1,1,1,1,2,3,1,4,2,2,4,3,2,1,1,2,2,3,1,2,5,5,3,4,1,1,3,1,3,2,5,3,4,5,5,4,4,4,3,2,"yes","yes",2.6,2,3,3.4
"3868",19,"Female","No","ltuni","student",10000,"",0,0,"Small Town","United States","",0,0,3,3,4,2,2,1,1,2,3,2,1,3,3,1,4,4,3,4,1,2,4,1,3,4,4,3,5,4,4,4,4,4,1,3,3,4,3,4,5,3,2,4,3,2,5,"yes","no",2.8,2,3.5,3.2
"3869",22,"Female","No","dip","full-time",15000,"",0,3,"Village","United States","Single",0,0,3,1,1,1,1,1,1,2,2,2,1,1,3,2,2,3,3,3,1,1,4,4,4,4,3,3,3,2,4,2,2,5,3,3,4,4,4,3,3,3,4,5,5,5,3,"yes","no",1.4,2,3.35,4.4
"3870",37,"Female","No","deg","full-time",87500,"",10,0,"Village","United States","Married",0,0,3,2,4,1,1,1,3,4,3,1,3,3,2,1,1,2,3,2,3,1,2,1,4,5,3,3,1,4,2,1,5,1,2,3,3,4,4,3,2,3,3,3,3,4,3,"yes","yes",2.2,2,2.8,3.2
"3871",45,"Male","Yes","ltuni","full-time",150000,"",8,0,"Large Town","United States","Married",2,2,1,3,3,1,1,1,1,3,2,1,1,2,3,2,2,3,1,2,1,2,3,1,2,2,4,1,4,1,4,3,4,3,2,4,3,3,2,3,4,4,3,5,3,4,3,"yes","no",1.8,2,2.85,3.6
"3872",55,"Female","Yes","ma","part-time",87500,"",NA,0,"Village","United States","Divorced",1,0,2,2,2,2,3,2,3,3,3,2,1,1,3,1,2,3,3,4,3,3,3,2,1,5,3,1,3,3,3,3,4,3,4,4,3,1,2,4,3,3,4,4,4,4,2,"no","no",2.2,2,2.9,3.6
"3873",67,"Female","No","ltuni","",10000,"",0,0,"Village","United States","Divorced",0,0,5,5,5,5,5,4,1,2,3,5,5,3,5,3,5,2,3,4,2,5,5,5,3,5,5,3,5,5,5,2,1,5,5,5,1,5,4,5,5,5,1,1,1,1,1,"yes","no",5,3,4.2,1
"3874",28,"Male","No","ma","student",25000,"",4,0,"Village","United States","Single",0,0,2,3,4,2,2,1,1,3,3,3,1,2,3,3,4,3,3,2,2,2,4,3,4,4,4,2,3,3,4,2,3,4,3,2,4,5,3,4,3,3,4,4,4,4,4,"yes","no",2.6,2,3.35,4
"3875",55,"Male","Yes","ltuni","retired",150000,"",0,0,"Rural/Country","United States","Married",1,1,3,3,2,2,2,1,1,2,2,1,3,1,2,1,1,2,1,2,1,2,2,1,1,2,3,2,3,2,3,1,4,3,1,2,2,4,3,2,3,2,4,2,2,4,1,"no","no",2.4,2,2.3,2.6
"3876",55,"Female","No","ma","full-time",NA,"",7,6,"Rural/Country","United States","Married",0,0,3,4,4,2,2,1,2,3,4,3,4,4,4,2,4,4,4,3,4,2,3,2,2,4,2,1,3,4,4,4,4,3,1,1,4,4,2,3,2,2,4,3,5,5,4,"yes","no",3,3,2.75,4.2
"3877",28,"Male","No","deg","full-time",55000,"",3,0,"Small Town","United States","Single",0,0,5,4,5,4,4,3,4,5,4,3,4,4,4,3,3,5,3,3,4,5,4,5,4,5,5,2,5,4,4,5,1,4,4,5,4,5,5,4,3,4,3,5,4,4,4,"yes","yes",4.4,4,4.1,4
"3878",45,"Female","Yes","phd","full-time",67500,"",5,2,"Large Town","United States","Married",1,0,3,1,1,1,1,1,1,2,3,2,3,1,1,2,3,3,2,3,1,2,2,1,1,1,2,1,3,1,4,1,3,4,3,1,1,4,3,3,3,2,4,3,3,3,3,"no","no",1.4,2,2.2,3.2
"3879",55,"Male","Yes","deg","retired",67500,"",0,0,"Small Town","United States","Married",1,1,2,2,1,1,1,1,1,5,2,1,1,1,2,1,1,2,2,2,1,1,1,1,2,2,1,1,1,2,3,1,2,2,1,3,2,5,2,2,2,1,3,4,4,4,5,"yes","no",1.4,2,1.85,4
"3880",67,"Male","No","ltuni","full-time",35000,"",0,5,"Village","United States","Single",0,0,2,3,4,3,2,2,2,5,2,2,4,2,3,2,2,2,2,2,2,4,3,2,2,2,2,3,3,4,2,2,2,2,2,2,3,3,2,3,4,4,1,2,3,1,2,"no","no",2.8,3,2.6,1.8
"3881",32,"Male","No","ltuni","part-time",25000,"",2,8,"Village","United States","Married",0,0,3,3,2,1,1,1,2,1,3,1,1,1,3,1,1,4,3,4,3,1,3,2,2,5,3,2,2,2,3,1,3,5,1,2,2,3,2,3,1,1,3,4,3,2,3,"no","no",2,2,2.4,3
"3882",28,"Female","No","phd","student",25000,"",3,0,"Medium-Sized","United States","Single",0,0,1,1,3,1,1,1,2,4,3,3,1,1,3,1,1,3,3,5,2,3,3,1,3,3,5,3,1,3,2,1,2,1,1,3,3,5,3,3,1,3,4,4,5,5,3,"yes","yes",1.4,2,2.5,4.2
"3883",37,"Female","Yes","ma","full-time",250000,"",0,4,"Village","United States","Married",0,2,4,4,4,4,4,4,2,1,4,4,4,4,3,4,4,3,3,3,5,5,4,4,2,3,4,2,4,3,4,4,5,4,4,5,4,2,4,4,4,3,2,2,2,2,1,"yes","yes",4,4,3.65,1.8
"3884",55,"Male","Yes","phd","full-time",150000,"",0,0,"Large Town","United States","Married",1,1,2,1,1,1,1,1,1,1,1,3,1,1,2,1,2,2,3,3,1,4,3,2,2,2,2,1,2,2,3,1,1,2,3,2,2,4,3,4,3,3,3,4,5,4,1,"yes","no",1.2,2,2.35,3.4
"3885",45,"Male","Yes","ma","full-time",250000,"",5,0,"Small Town","United States","Married",1,1,4,3,3,2,2,3,3,4,4,3,2,2,3,2,3,3,3,4,3,3,3,3,4,4,3,3,3,3,4,3,3,4,3,3,3,5,3,4,3,3,2,3,3,4,3,"yes","no",2.8,3,3.35,3
"3886",45,"Male","No","ltuni","full-time",45000,"",12,0,"Village","United States","Married",0,0,3,4,4,3,3,2,1,2,2,3,5,3,3,2,4,2,2,2,2,5,4,4,2,1,4,2,4,3,4,3,3,4,3,3,3,4,4,4,5,3,3,4,4,3,1,"yes","yes",3.4,3,3.35,3
"3887",45,"Female","Yes","ma","full-time",67500,"",4,0,"Small Town","United States","Divorced",1,0,1,5,5,2,5,5,5,5,5,5,1,1,4,5,5,5,5,5,5,5,5,5,5,5,5,4,3,5,3,5,5,3,5,5,5,5,5,5,3,5,3,3,3,3,3,"yes","no",3.6,4,4.55,3
"3888",23,"Female","No","deg","full-time",45000,"",1,3,"Village","United States","Single",0,0,4,3,3,3,3,2,2,4,3,2,1,3,2,2,3,3,2,2,2,4,3,2,2,3,3,3,3,3,4,3,2,3,3,3,4,4,4,4,4,4,3,2,3,3,2,"yes","yes",3.2,2,3.2,2.6
"3889",28,"Female","No","ma","student",35000,"",2,0,"Large Town","United States","Single",0,0,4,5,5,4,4,2,3,5,5,5,3,5,3,4,5,4,5,4,5,5,5,3,4,5,5,5,5,4,5,3,4,4,4,4,5,5,5,5,4,5,3,4,2,4,3,"yes","yes",4.4,4,4.45,3.2
"3890",45,"Female","No","deg","full-time",55000,"",0,7,"Small Town","United States","Married",0,0,4,2,3,3,3,3,2,3,3,3,3,4,3,2,3,4,3,4,2,5,4,2,2,5,4,2,4,2,4,2,3,3,4,2,4,5,4,3,4,3,4,5,5,5,5,"yes","yes",3,3,3.3,4.8
"3891",55,"Male","No","ma","full-time",10000,"",1,0,"Village","United States","Married",0,0,2,3,2,2,2,2,1,4,2,2,1,1,2,2,2,1,2,4,2,3,3,2,3,2,2,2,1,2,2,2,2,1,3,3,3,4,4,2,2,3,4,4,3,4,2,"no","no",2.2,2,2.4,3.4
"3892",32,"Female","No","ma","student",10000,"",3,2,"Large Town","United States","Single",0,0,5,5,5,5,5,3,3,4,5,5,5,5,5,5,5,3,5,4,4,5,5,2,3,4,4,3,5,5,5,5,4,5,3,4,5,3,2,5,5,5,3,3,2,2,1,"yes","yes",5,4,4.1,2.2
"3893",45,"Female","No","phd","full-time",35000,"",0,0,"Small Town","United States","Single",0,0,2,5,2,3,3,2,1,3,1,2,2,3,4,3,4,2,1,3,1,5,5,1,2,3,4,2,5,2,5,1,1,5,3,3,5,4,3,5,5,5,4,4,3,3,5,"yes","no",3,2,3.45,3.8
"3894",55,"Female","Yes","ma","retired",150000,"",2,0,"Large Town","United States","Married",0,2,2,2,2,1,1,2,1,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,2,3,2,3,2,1,1,5,1,3,4,3,2,2,3,2,3,3,4,4,4,3,"yes","no",1.6,1,2.3,3.6
"3895",45,"Female","Yes","ma","student",150000,"",2,0,"Large Town","United States","Married",2,1,3,3,2,1,1,1,1,2,1,3,3,3,3,3,3,1,1,2,2,2,3,1,3,2,2,2,2,2,3,1,2,3,1,3,4,3,1,3,3,2,4,4,4,4,3,"yes","no",2,2,2.3,3.8
"3896",55,"Female","No","ma","part-time",150000,"",5,0,"Medium-Sized","United States","Married",0,0,3,3,2,2,2,1,1,1,2,2,1,1,1,1,5,2,1,4,1,3,4,1,1,1,1,1,1,1,4,1,5,4,2,1,2,3,1,2,4,2,3,4,4,3,2,"yes","no",2.4,2,2.1,3.2
"3897",32,"Male","No","deg","full-time",45000,"",1,0,"Small Town","United States","Single",0,0,4,4,3,2,2,1,1,5,1,3,1,4,4,2,4,5,1,3,1,3,3,4,2,2,5,3,4,4,4,1,1,4,2,1,3,5,5,3,4,2,2,4,4,4,2,"yes","yes",3,3,3.1,3.2
"3898",37,"Female","No","ma","full-time",35000,"",0,3,"Village","United States","Married",0,0,4,4,4,4,4,3,3,3,4,4,2,2,3,4,4,3,1,2,2,3,3,2,2,2,3,3,3,4,3,2,2,3,3,3,3,4,3,3,4,2,2,2,3,3,2,"yes","yes",4,3,2.85,2.4
"3899",45,"Female","No","ltuni","part-time",45000,"",0,0,"Village","United States","Single",0,0,3,2,2,1,1,2,1,4,3,3,2,2,3,2,2,2,1,1,1,3,3,2,3,3,3,2,3,2,3,3,4,3,3,3,4,3,3,4,3,3,3,3,3,2,2,"yes","yes",1.8,2,3,2.6
"3900",55,"Male","No","ltuni","full-time",67500,"",10,4,"Small Town","United States","Single",0,0,2,3,3,2,2,1,3,3,3,3,1,3,2,3,2,4,3,3,3,3,3,2,3,2,1,3,2,3,2,1,2,2,2,2,3,2,2,4,3,4,1,1,1,2,1,"yes","yes",2.4,3,2.4,1.2
"3901",28,"Male","No","deg","full-time",87500,"",3,1,"Small Town","United States","",0,0,2,3,5,3,3,3,2,5,4,1,1,5,4,2,4,2,5,2,5,4,4,3,5,5,1,3,5,5,5,4,5,3,3,3,3,4,4,2,3,4,5,5,5,5,5,"yes","yes",3.2,3,3.7,5
